#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
30.11.2015;09:00;11;15;33;20;37;22;14;106;29;36;<10;72;36;47;23;25;15;30;28;31;44;37;17;25;41;70;<10;22;15;40;31;25;84;34;69;61;59;35;44;73;;36;125;85;98;58;39;60;69;95;;20;21;37
30.11.2015;10:00;22;;;24;42;31;22;114;38;40;<10;82;34;46;24;23;17;30;33;39;51;37;19;35;58;68;12;27;21;37;28;35;79;29;70;66;56;38;54;81;;49;117;85;92;49;41;52;80;97;;21;18;51
30.11.2015;11:00;17;21;;25;44;32;32;99;39;47;<10;47;39;38;28;38;23;26;38;43;46;34;27;42;42;46;19;38;19;37;35;29;71;25;58;58;61;42;62;74;;81;116;84;101;59;;51;81;92;;18;31;38
30.11.2015;12:00;17;24;;20;52;56;34;141;38;46;<10;57;41;32;34;34;20;27;36;41;53;31;32;35;46;42;;45;16;44;;29;66;26;57;54;63;44;54;82;;60;81;73;84;;;52;101;89;;20;31;40
30.11.2015;13:00;<10;27;53;31;51;;36;102;48;59;<10;41;47;38;37;29;20;23;45;60;54;32;26;34;53;43;16;46;14;49;51;29;42;34;84;68;66;64;62;92;;110;83;68;64;;34;57;92;90;48;21;41;46
30.11.2015;14:00;<10;26;39;;53;;54;90;50;55;<10;43;44;49;38;18;<10;<10;37;57;36;35;14;51;49;36;<10;46;20;52;54;46;46;44;63;63;65;55;51;85;;77;92;62;76;;22;84;83;75;52;25;43;45
30.11.2015;15:00;<10;46;21;43;44;14;41;41;43;31;;53;33;;;;;;23;36;16;35;<10;53;24;25;<10;58;22;;35;40;37;60;;57;45;38;39;72;;44;89;57;75;;18;72;54;78;27;27;25;32
30.11.2015;16:00;<10;44;22;23;28;13;27;55;23;24;<10;44;20;29;<10;19;<10;14;21;27;15;44;<10;33;25;28;<10;;20;22;22;24;41;46;;45;39;27;27;64;;33;72;51;69;25;17;72;38;81;18;20;10;25
30.11.2015;17:00;<10;56;17;18;24;11;21;65;17;26;<10;;19;26;<10;11;<10;<10;21;31;19;32;<10;26;24;35;<10;19;12;20;22;19;43;52;;41;39;24;24;51;;30;67;49;71;32;18;;37;91;15;;;26
30.11.2015;18:00;<10;30;14;16;25;13;21;52;17;21;<10;40;20;24;<10;<10;<10;<10;16;29;16;24;<10;;22;22;<10;24;10;26;23;18;40;27;;41;;21;25;46;;28;60;37;;26;14;51;35;76;13;<10;<10;21
30.11.2015;19:00;<10;22;13;11;;<10;18;49;;19;<10;36;14;20;<10;<10;<10;<10;14;29;13;;<10;23;19;27;<10;18;<10;17;18;16;40;19;;36;30;22;24;32;;29;;36;70;22;14;40;27;70;<10;<10;<10;22
30.11.2015;20:00;;;12;<10;17;<10;16;42;12;17;<10;29;11;19;<10;13;<10;<10;11;21;13;<10;<10;18;16;38;<10;13;<10;14;15;13;26;18;;27;21;15;18;24;;20;48;33;47;16;12;35;23;58;<10;<10;<10;20
30.11.2015;21:00;<10;;<10;<10;17;<10;12;22;11;19;<10;21;10;13;<10;<10;<10;<10;<10;19;11;<10;<10;12;15;33;<10;<10;<10;12;13;11;19;16;;21;16;<10;16;20;;19;27;;34;12;<10;25;13;43;;<10;<10;16
30.11.2015;22:00;<10;11;<10;<10;17;<10;;;<10;18;<10;17;;12;<10;<10;<10;<10;<10;13;<10;<10;<10;11;18;20;<10;<10;<10;<10;11;<10;<10;<10;;20;16;<10;19;17;;15;25;21;26;13;<10;17;13;28;<10;<10;<10;14
30.11.2015;23:00;<10;<10;<10;<10;17;<10;13;18;<10;15;<10;16;13;12;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;<10;14;<10;<10;<10;<10;<10;<10;;<10;;;12;;14;;;13;22;21;19;10;<10;13;12;28;<10;<10;<10;14
30.11.2015;24:00;<10;<10;<10;<10;14;<10;11;12;<10;19;<10;13;12;10;<10;<10;<10;<10;;<10;<10;<10;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;<10;<10;;13;11;<10;;12;;13;11;17;15;<10;<10;11;<10;29;<10;<10;<10;11
01.12.2015;01:00;<10;<10;<10;<10;13;<10;<10;13;<10;27;<10;14;17;16;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;;10;<10;<10;<10;<10;<10;<10;<10;<10;;12;<10;<10;12;19;;;<10;18;13;<10;<10;<10;<10;31;<10;<10;<10;<10
01.12.2015;02:00;<10;<10;<10;<10;<10;<10;<10;11;10;26;<10;17;16;21;<10;<10;<10;<10;<10;12;<10;<10;<10;10;<10;<10;<10;<10;<10;<10;12;11;<10;<10;;15;12;<10;11;25;;20;<10;12;17;<10;<10;<10;15;34;<10;<10;<10;
01.12.2015;03:00;<10;<10;<10;<10;<10;10;<10;13;24;19;<10;16;<10;<10;<10;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;20;<10;<10;;;<10;11;<10;13;14;;11;<10;<10;21;<10;<10;<10;;28;<10;<10;<10;<10
01.12.2015;04:00;<10;<10;<10;<10;<10;<10;<10;15;19;15;<10;20;18;20;<10;<10;<10;<10;<10;12;<10;<10;<10;<10;<10;11;<10;<10;<10;<10;21;<10;<10;<10;;<10;18;17;17;20;;18;11;10;21;11;<10;<10;13;23;<10;<10;<10;<10
01.12.2015;05:00;<10;<10;<10;<10;<10;<10;<10;21;<10;11;<10;15;27;20;<10;<10;<10;<10;12;11;<10;<10;<10;<10;<10;;<10;10;;11;14;<10;11;11;;11;32;27;16;23;;25;22;18;30;10;<10;<10;<10;28;<10;<10;<10;<10
01.12.2015;06:00;<10;<10;10;16;15;<10;<10;46;16;22;<10;32;36;22;16;<10;<10;<10;30;12;14;<10;<10;<10;28;24;<10;10;<10;21;20;;31;26;;20;56;64;37;66;;43;53;20;59;25;10;26;53;41;<10;<10;<10;13
01.12.2015;07:00;13;19;18;47;32;16;<10;84;36;;<10;74;48;46;38;15;10;<10;37;30;24;31;18;12;38;42;<10;34;<10;31;43;15;63;40;;62;79;72;72;76;;41;69;45;64;44;16;56;105;67;18;<10;16;17
01.12.2015;08:00;17;42;34;51;64;32;25;117;66;48;<10;60;44;62;33;34;42;<10;36;42;47;59;16;41;56;64;<10;58;21;65;59;32;97;50;;82;79;74;93;108;;67;88;67;71;72;36;86;121;90;49;11;32;39
01.12.2015;09:00;19;53;49;56;71;35;34;129;70;65;<10;74;56;63;40;55;29;15;40;64;66;61;;69;68;75;<10;72;35;52;69;63;152;52;;87;79;73;83;99;;82;87;81;100;81;41;102;121;112;49;15;45;72
01.12.2015;10:00;21;50;51;47;65;44;47;119;67;58;<10;55;62;62;33;33;;23;34;47;57;50;;62;56;76;<10;68;36;45;58;54;121;35;;80;67;66;79;98;;102;217;81;87;79;40;84;99;104;54;19;39;59
01.12.2015;11:00;25;;40;40;52;44;52;114;64;51;<10;51;49;55;30;22;;18;32;39;46;45;;56;49;67;<10;63;23;48;48;55;104;34;;71;57;51;75;73;;98;124;81;105;74;38;77;100;90;47;12;37;49
01.12.2015;12:00;22;;54;33;47;46;55;100;53;46;14;40;42;38;26;33;26;15;31;61;47;37;;57;43;55;<10;55;21;52;37;46;116;39;;64;57;52;73;81;;91;105;77;58;76;33;75;95;88;35;16;30;43
01.12.2015;13:00;24;;;31;42;68;51;85;45;59;11;42;39;42;30;53;29;18;33;60;46;25;33;48;48;49;;51;24;45;;36;82;41;;56;59;64;70;69;;85;101;74;50;;;69;101;89;31;14;23;50
01.12.2015;14:00;16;27;64;38;50;75;48;76;48;63;<10;53;52;41;42;58;33;31;35;62;48;34;41;55;39;52;15;56;27;53;45;56;76;44;;65;54;65;80;85;;107;103;69;60;;34;78;113;98;42;21;30;53
01.12.2015;15:00;11;28;69;;56;;48;94;55;62;<10;49;57;57;39;58;35;40;34;62;57;36;46;53;52;55;20;52;30;60;60;59;68;32;;60;66;80;67;98;;102;111;71;58;73;47;76;95;93;56;25;32;56
01.12.2015;16:00;11;42;71;41;60;75;55;91;62;65;;53;57;;;;15;;50;64;64;47;50;58;58;59;24;62;36;;63;61;78;54;;65;73;68;71;99;;82;114;71;64;86;58;94;105;94;59;25;47;59
01.12.2015;17:00;17;60;64;54;61;69;58;115;61;66;<10;64;62;66;52;27;15;33;61;65;66;53;26;60;66;60;28;;35;65;65;62;71;73;73;67;73;63;75;88;;72;112;91;70;48;36;100;100;108;59;27;52;64
01.12.2015;18:00;19;60;57;53;62;22;58;132;59;57;<10;;60;65;55;24;13;27;51;56;52;54;16;60;68;59;27;65;29;64;62;61;88;56;73;65;65;60;68;84;;80;89;74;96;52;29;;82;99;57;;;66
01.12.2015;19:00;14;49;48;39;56;21;57;106;53;40;<10;72;49;60;42;18;12;23;24;32;24;54;12;;37;57;27;59;37;56;43;51;56;50;78;62;43;44;49;70;;65;74;68;;39;28;87;66;97;32;26;40;58
01.12.2015;20:00;11;52;34;25;;22;39;95;;31;<10;52;31;43;20;17;11;21;19;27;26;;11;49;43;51;22;31;39;29;28;45;41;53;62;54;32;23;32;52;;54;;56;88;32;25;56;52;75;19;25;23;46
01.12.2015;21:00;;54;14;17;28;26;20;64;27;28;<10;43;25;32;15;16;<10;13;19;26;21;38;11;27;29;47;19;19;25;27;22;26;34;48;47;43;30;22;27;48;;42;57;50;66;32;23;46;40;67;16;15;17;32
01.12.2015;22:00;<10;34;14;13;30;23;20;47;25;26;<10;39;20;26;14;15;<10;12;18;29;20;25;10;21;27;34;12;20;12;21;19;21;22;26;38;35;23;17;31;41;;38;43;;57;24;20;27;32;56;;10;17;30
01.12.2015;23:00;12;16;13;15;26;14;;;20;23;<10;38;;21;13;10;<10;<10;20;26;18;19;<10;16;22;24;<10;16;10;15;16;17;27;15;32;32;22;15;27;33;;54;38;38;52;18;15;22;30;51;11;<10;13;28
01.12.2015;24:00;<10;11;13;13;23;<10;18;32;18;19;<10;31;17;22;12;<10;<10;<10;19;24;13;17;<10;24;17;25;<10;20;<10;12;18;16;;11;29;;23;;19;;;57;39;38;41;17;10;17;24;37;19;<10;<10;17
02.12.2015;01:00;<10;12;<10;11;15;<10;17;25;13;14;<10;22;15;22;<10;<10;<10;<10;;30;11;14;<10;23;13;14;<10;18;10;14;15;12;14;10;21;25;15;14;;24;;43;29;27;40;12;<10;11;17;44;16;<10;11;11
02.12.2015;02:00;<10;11;<10;<10;13;<10;16;14;10;14;<10;16;15;19;<10;<10;<10;<10;13;31;<10;12;<10;15;;18;<10;18;<10;13;15;11;15;11;17;22;12;14;11;18;;;25;25;34;10;<10;<10;<10;31;11;<10;21;<10
02.12.2015;03:00;<10;12;<10;<10;17;11;13;14;<10;11;<10;13;13;16;<10;<10;<10;<10;12;19;<10;11;<10;15;<10;21;<10;16;<10;10;11;10;12;13;18;16;<10;15;13;17;;38;32;25;28;14;<10;<10;<10;23;<10;<10;<10;
02.12.2015;04:00;<10;11;<10;<10;14;12;12;19;11;13;<10;13;12;12;<10;<10;<10;10;19;16;11;12;<10;13;<10;11;<10;13;<10;11;14;11;10;;18;14;12;13;13;16;;37;31;30;41;14;<10;<10;;28;14;<10;<10;13
02.12.2015;05:00;<10;<10;<10;<10;14;13;12;23;13;16;<10;25;16;17;<10;<10;<10;<10;21;21;14;12;<10;17;14;12;<10;13;<10;14;15;11;12;<10;19;16;15;14;13;23;;32;47;28;45;13;11;<10;20;38;24;<10;12;16
02.12.2015;06:00;<10;11;16;15;25;24;20;39;19;25;<10;43;22;25;11;<10;11;14;20;29;14;19;10;30;23;;<10;19;;16;18;14;22;14;35;32;23;22;20;38;;53;87;37;66;21;13;15;40;51;22;13;19;24
02.12.2015;07:00;<10;17;23;16;32;34;29;72;34;34;<10;47;29;33;14;11;12;20;21;23;24;31;12;38;29;20;<10;36;<10;30;24;;50;33;39;44;43;33;39;68;;58;106;57;70;29;19;39;64;75;23;13;16;33
02.12.2015;08:00;22;37;44;21;52;45;33;92;46;;<10;79;42;35;30;17;20;26;32;48;34;34;14;48;39;27;<10;58;14;47;45;34;78;48;60;58;54;45;52;62;;92;129;77;83;54;26;54;71;78;41;16;26;41
02.12.2015;09:00;27;43;46;25;55;49;39;99;56;50;<10;60;47;40;35;22;16;24;36;44;44;35;22;52;43;44;<10;59;15;44;50;43;85;43;70;74;66;49;60;60;;92;145;97;79;57;31;56;76;98;42;19;35;41
02.12.2015;10:00;21;35;45;28;52;56;37;100;51;45;<10;47;40;38;31;19;33;31;36;47;46;38;20;52;44;44;<10;60;18;36;42;38;72;45;68;65;61;43;56;66;;91;121;88;88;50;37;58;72;93;39;18;37;42
02.12.2015;11:00;20;39;43;29;46;49;36;96;44;47;<10;37;39;31;32;25;32;31;34;39;41;41;24;48;36;30;13;45;15;40;36;36;80;42;58;54;55;40;63;57;;86;110;82;77;52;39;66;80;88;37;17;44;36
02.12.2015;12:00;18;50;42;29;42;47;35;88;42;47;<10;36;36;31;32;15;;30;32;35;47;49;20;39;38;25;13;41;15;40;32;41;80;52;56;50;61;48;60;62;;87;110;74;76;60;31;78;78;85;37;19;54;43
02.12.2015;13:00;17;53;33;31;40;35;33;93;36;52;<10;35;33;35;29;20;29;32;29;29;40;45;;37;38;20;11;36;14;35;31;47;81;52;56;53;57;50;62;69;;91;111;63;67;55;27;88;77;80;37;19;35;40
02.12.2015;14:00;17;;;31;33;32;34;88;42;57;<10;31;36;34;36;21;30;28;24;26;36;43;21;35;42;22;;36;14;33;;43;67;44;53;51;54;55;59;66;;95;111;69;67;45;;87;67;69;43;18;34;33
02.12.2015;15:00;14;;49;33;32;38;29;92;43;59;<10;34;39;33;32;20;24;28;22;34;41;40;19;38;37;30;13;43;16;35;24;45;79;50;52;48;53;55;57;71;;99;110;62;75;;21;92;71;78;60;20;30;29
02.12.2015;16:00;17;36;55;;36;;32;108;49;62;<10;39;43;36;35;23;29;28;22;48;42;45;20;39;38;40;14;43;16;37;25;37;75;46;57;55;55;63;63;81;;94;89;62;80;58;23;99;77;73;62;23;33;36
02.12.2015;17:00;20;36;64;54;56;65;40;129;56;67;;44;47;;;;39;;28;47;53;60;26;47;48;43;<10;50;13;;33;35;85;41;;64;58;82;60;85;;85;99;73;83;70;31;99;89;87;66;23;43;46
02.12.2015;18:00;23;34;68;51;62;81;42;125;59;65;12;42;50;47;40;36;53;26;28;53;59;52;23;50;60;46;<10;;13;67;37;33;97;44;60;63;69;72;64;74;;95;107;76;91;49;36;93;86;93;61;20;51;57
02.12.2015;19:00;28;34;50;41;63;79;44;124;54;58;17;;55;48;44;37;52;23;36;75;66;47;23;49;68;51;<10;55;10;60;42;32;89;42;62;60;62;66;74;70;;96;99;80;88;42;39;;90;91;53;;;58
02.12.2015;20:00;25;30;65;32;57;65;45;122;56;48;24;49;48;49;39;27;36;27;33;78;62;45;28;;64;45;<10;51;<10;47;39;40;79;34;58;60;64;60;61;68;;81;105;75;;40;34;89;85;96;48;14;51;61
02.12.2015;21:00;19;28;53;24;;71;39;83;;58;15;43;47;45;36;22;25;27;30;67;62;;29;40;49;43;12;33;<10;41;44;31;70;29;53;56;57;56;58;72;;66;;69;64;39;32;76;76;84;55;13;46;55
02.12.2015;22:00;;24;43;27;58;63;45;71;48;53;<10;40;44;42;36;18;21;23;28;64;54;41;26;40;47;55;10;33;<10;37;53;27;50;27;49;53;55;53;49;61;;69;73;68;58;28;25;63;79;87;53;13;51;50
02.12.2015;23:00;13;22;33;29;56;57;41;71;40;50;<10;35;43;37;44;14;20;16;35;61;57;39;22;38;59;46;11;28;<10;33;50;23;49;24;44;48;64;54;47;49;;59;67;;48;31;16;55;75;71;;11;40;42
02.12.2015;24:00;<10;19;30;35;52;56;;;35;61;10;32;;33;38;13;16;17;48;55;49;37;18;35;55;32;10;26;<10;28;56;25;36;21;34;42;67;50;40;50;;46;62;72;45;23;20;50;66;52;65;10;38;33
03.12.2015;01:00;<10;13;20;34;42;44;36;67;30;55;<10;29;30;29;26;<10;13;14;51;49;49;35;13;24;49;32;<10;17;<10;24;48;17;22;17;24;;61;;31;;;32;54;64;39;22;24;42;55;40;70;<10;29;29
03.12.2015;02:00;<10;<10;16;30;32;29;29;62;24;61;<10;23;22;23;20;<10;10;13;;51;52;32;<10;21;36;17;<10;15;<10;22;35;15;13;12;21;23;54;29;;41;;43;55;33;34;16;14;39;42;35;71;<10;26;24
03.12.2015;03:00;<10;<10;11;35;37;16;27;52;17;57;<10;21;20;20;16;<10;11;13;67;43;38;28;11;17;;11;<10;20;<10;21;31;13;12;11;18;21;47;28;20;42;;;49;29;27;13;<10;34;37;36;67;<10;24;23
03.12.2015;04:00;<10;<10;17;22;35;16;25;42;21;50;<10;20;22;20;16;<10;<10;15;42;46;45;22;<10;19;30;30;<10;19;<10;18;29;12;13;11;18;20;38;30;19;36;;31;55;20;29;14;<10;25;35;35;66;10;19;
03.12.2015;05:00;<10;<10;18;22;33;18;22;50;22;37;<10;21;24;19;17;<10;11;13;22;51;40;19;10;19;28;22;<10;25;<10;19;28;14;19;;20;25;38;35;23;36;;59;40;27;33;13;14;21;;42;64;13;19;20
03.12.2015;06:00;<10;<10;33;30;38;31;30;53;28;49;<10;20;24;18;24;<10;18;14;12;58;30;23;13;23;27;15;<10;22;<10;20;32;18;24;23;29;24;48;39;24;39;;64;66;39;38;24;17;29;65;57;65;18;18;28
03.12.2015;07:00;<10;14;42;34;39;52;41;67;35;48;<10;23;32;22;26;12;32;23;24;63;41;30;14;33;37;;<10;28;;28;40;18;54;30;35;43;62;49;37;59;;77;94;47;47;33;19;57;83;67;62;17;27;41
03.12.2015;08:00;16;24;50;37;52;65;45;82;54;61;<10;32;43;32;41;25;34;33;31;67;54;42;19;45;51;46;<10;34;11;39;57;;92;34;58;57;71;61;47;72;;78;85;68;58;45;24;77;100;71;61;19;34;47
03.12.2015;09:00;18;27;51;41;55;59;50;73;52;;<10;35;47;41;46;34;35;40;53;65;59;53;21;56;58;59;<10;53;11;38;63;43;91;29;56;55;76;63;52;76;;101;90;77;63;48;35;91;99;102;61;18;39;54
03.12.2015;10:00;15;26;43;46;53;58;47;71;46;65;<10;37;46;38;39;39;37;40;63;63;58;45;18;50;54;53;<10;34;17;33;60;31;99;31;51;54;71;59;44;71;;98;105;74;53;68;39;76;96;67;56;16;37;47
03.12.2015;11:00;14;23;39;40;50;47;37;71;38;54;<10;32;40;36;35;27;28;33;53;52;49;39;17;38;49;40;<10;22;10;27;49;24;79;28;43;48;66;55;44;56;;98;76;65;42;59;35;80;87;69;52;16;36;35
03.12.2015;12:00;13;19;24;47;48;34;31;59;35;54;<10;34;40;29;30;17;23;26;36;46;40;37;17;28;45;30;;22;<10;26;41;21;72;25;38;40;48;52;44;49;;84;68;55;44;49;29;84;79;61;56;18;41;27
03.12.2015;13:00;12;18;25;51;47;30;29;63;37;44;<10;39;41;32;36;11;;23;22;42;29;32;19;26;33;20;;24;<10;25;34;23;86;25;42;44;42;54;53;64;;83;66;47;44;44;21;69;70;69;56;14;36;25
03.12.2015;14:00;13;22;20;53;40;24;34;62;38;42;<10;38;41;38;38;14;21;23;21;38;29;37;;31;35;14;;21;<10;26;27;21;83;25;41;45;40;55;55;64;;72;56;37;31;45;21;80;68;67;52;21;25;24
03.12.2015;15:00;14;23;;54;47;26;40;69;30;47;<10;38;47;45;30;15;21;28;36;33;33;44;36;24;38;12;<10;21;11;27;;22;92;28;42;36;47;62;57;78;;82;45;45;28;47;;89;81;71;39;20;21;27
03.12.2015;16:00;15;;37;56;52;32;36;73;31;65;<10;38;59;46;28;17;24;29;51;45;47;44;49;30;38;15;<10;26;19;27;50;28;96;27;47;55;69;69;61;90;;107;45;53;35;;26;68;88;83;51;24;50;33
03.12.2015;17:00;20;35;43;;58;;56;71;55;72;<10;27;59;48;45;30;28;31;61;60;62;49;63;61;44;27;<10;47;28;35;66;58;81;34;58;65;76;80;59;89;;107;74;66;42;78;30;86;100;77;67;24;54;45
03.12.2015;18:00;29;35;60;67;57;56;46;73;35;70;;26;52;;;;33;;58;66;52;38;60;50;51;41;<10;34;35;;49;54;98;32;;66;69;82;53;68;;113;67;73;42;69;29;75;72;69;76;15;66;28
03.12.2015;19:00;53;36;63;58;34;75;29;81;34;71;<10;20;29;31;29;39;32;27;52;64;49;31;58;55;48;48;14;;17;17;35;28;88;46;52;58;61;63;40;68;;100;94;69;49;67;28;69;81;75;65;12;63;29
03.12.2015;20:00;48;41;50;38;29;59;30;78;35;73;15;;26;29;18;50;26;30;48;60;60;26;48;55;54;56;20;33;<10;17;56;46;70;55;53;61;66;52;39;70;;95;79;63;35;54;29;;85;59;62;;;28
03.12.2015;21:00;49;32;35;41;26;56;31;76;27;72;11;17;24;29;17;48;25;36;69;43;58;24;38;;37;35;29;17;20;16;49;57;88;37;45;44;58;45;29;53;;46;71;54;;56;34;61;77;42;65;13;42;20
03.12.2015;22:00;22;34;29;40;;42;21;66;;62;<10;17;20;24;14;37;25;36;67;49;54;;33;25;35;28;32;19;22;16;38;36;55;37;33;29;47;30;22;53;;40;;43;31;51;28;48;58;33;52;15;57;20
03.12.2015;23:00;;29;33;34;19;38;22;55;19;54;<10;16;19;21;13;29;22;28;55;40;42;22;28;20;33;26;32;20;16;14;32;19;30;27;27;21;39;33;21;40;;43;46;36;29;38;25;40;45;26;44;16;54;18
03.12.2015;24:00;10;17;28;40;16;36;19;39;18;51;<10;16;15;15;13;24;16;16;41;27;34;19;25;20;31;26;26;15;14;13;29;16;20;20;23;23;39;23;21;35;;28;43;;26;31;22;29;35;25;;16;47;18
04.12.2015;01:00;<10;15;28;44;33;38;;;16;44;<10;15;;14;11;21;14;14;36;28;35;18;24;20;31;24;22;16;12;13;27;14;14;19;17;18;43;19;18;31;;18;38;34;24;25;14;29;31;24;48;13;40;16
04.12.2015;02:00;<10;14;31;49;26;34;15;37;15;47;<10;16;15;15;12;19;12;13;37;26;32;15;13;16;29;24;23;17;11;12;30;14;<10;21;17;;38;;20;;;15;32;36;24;21;13;19;32;21;45;<10;31;15
04.12.2015;03:00;<10;12;23;43;18;32;14;37;13;41;<10;14;15;17;12;15;12;11;;24;33;14;<10;16;25;20;20;14;<10;11;24;14;<10;17;15;13;30;16;;37;;13;25;32;20;22;11;16;28;20;36;<10;32;15
04.12.2015;04:00;<10;<10;19;38;22;28;12;34;11;40;<10;13;14;14;<10;<10;<10;10;35;23;31;17;<10;15;;23;16;12;<10;11;25;12;<10;15;13;10;27;16;18;33;;;26;42;19;15;<10;18;28;18;40;<10;28;13
04.12.2015;05:00;<10;<10;17;32;33;23;12;32;13;45;<10;17;15;15;<10;<10;<10;<10;31;25;29;13;<10;13;24;23;14;11;<10;11;24;10;<10;11;11;<10;34;18;19;29;;11;31;45;21;<10;<10;16;27;15;54;<10;23;
04.12.2015;06:00;<10;<10;19;16;29;21;15;46;17;36;<10;25;21;17;12;<10;<10;<10;18;25;20;15;<10;17;31;19;12;14;<10;18;24;13;13;;19;13;31;24;24;31;;15;40;33;44;<10;<10;18;;26;47;<10;14;14
04.12.2015;07:00;<10;11;29;13;31;39;18;69;27;30;<10;28;24;20;18;17;14;<10;13;31;22;20;<10;23;32;12;<10;15;<10;28;20;20;25;13;29;23;32;30;34;42;;35;67;36;66;18;10;32;54;47;43;<10;20;22
04.12.2015;08:00;<10;21;38;18;32;50;22;77;38;30;<10;38;29;31;30;21;16;14;24;51;33;29;11;30;42;;<10;33;;34;23;22;60;27;45;39;43;38;44;48;;43;66;45;55;31;18;47;50;72;34;<10;18;35
04.12.2015;09:00;12;29;42;16;33;44;32;81;45;33;<10;51;30;33;30;24;<10;14;27;41;29;33;15;43;36;28;<10;35;<10;42;30;;59;29;54;49;48;33;42;57;;49;95;62;63;34;20;48;;65;28;<10;14;31
04.12.2015;10:00;12;27;33;23;30;36;28;61;40;;<10;55;34;38;28;31;15;20;28;41;26;26;14;45;34;32;<10;42;10;42;33;37;53;29;54;46;46;32;35;59;;45;95;73;67;30;28;38;;71;21;<10;18;41
04.12.2015;11:00;15;21;27;16;21;23;14;73;33;43;<10;54;35;39;31;21;16;20;28;36;22;13;18;32;27;31;<10;43;14;33;27;36;76;31;68;48;43;43;50;63;;52;105;71;73;40;26;60;;79;20;10;12;42
04.12.2015;12:00;16;13;33;15;16;24;12;83;27;34;<10;57;29;32;31;20;16;17;15;27;15;11;14;24;21;45;11;30;21;41;18;27;86;32;77;50;38;41;48;68;;40;89;62;74;43;29;51;79;75;16;16;11;29
04.12.2015;13:00;17;<10;24;20;;16;<10;78;31;30;<10;68;26;31;22;16;12;12;25;22;18;15;<10;18;16;46;13;26;13;34;22;19;99;34;70;53;52;41;39;56;;39;87;54;91;34;26;46;65;94;15;20;15;29
04.12.2015;14:00;14;<10;23;20;24;17;12;96;33;29;<10;68;27;36;30;13;;12;18;21;18;21;<10;27;20;41;15;22;13;30;29;27;93;29;77;58;44;33;39;60;;48;71;53;75;43;23;55;63;104;21;19;17;33
04.12.2015;15:00;15;11;26;22;27;20;22;79;34;27;<10;73;29;32;27;20;19;19;26;22;22;26;;32;20;48;;27;19;25;22;29;79;23;69;54;45;27;40;60;;44;86;72;92;40;30;69;52;104;18;21;12;38
04.12.2015;16:00;19;12;;24;32;34;29;96;36;38;;72;32;30;29;26;22;25;82;37;29;32;17;36;48;57;33;33;16;23;;35;79;23;58;56;60;37;53;71;;54;102;78;93;50;;63;65;89;32;21;20;40
04.12.2015;17:00;27;;57;35;49;34;36;103;42;53;11;56;47;42;40;30;22;31;53;49;45;37;30;39;48;54;29;46;27;37;35;37;85;39;61;56;65;51;61;77;;76;114;82;86;;38;68;73;77;55;28;40;48
04.12.2015;18:00;27;47;88;;54;;45;111;52;54;13;51;43;46;40;27;43;31;48;54;48;40;36;51;54;54;29;47;20;52;46;64;70;52;64;56;69;58;62;68;;71;115;75;88;52;37;71;79;79;57;21;47;49
